Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A657764,Peyton,12/15/2013 11:36:00 AM,12/15/2013 11:36:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A768809,*Amos,03/25/2018 12:37:00 PM,03/25/2018 12:37:00 PM,Rainey Street And River Street in Austin (TX),Stray,Normal,Dog,Intact Male,12 years,American Pit Bull Terrier Mix,Tan/White
A677699,,04/28/2014 10:07:00 AM,04/28/2014 10:07:00 AM,4106 N Lamar in Austin (TX),Stray,Nursing,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black Tabby
A746325,*Prescott,03/31/2017 03:23:00 PM,03/31/2017 03:23:00 PM,Caldwell Ln And River Timber Dr in Travis (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown
A756778,Mia,08/25/2017 11:04:00 AM,08/25/2017 11:04:00 AM,301 Navasota in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Miniature Schnauzer Mix,White/Black
A664265,*Dixon,10/01/2013 11:51:00 AM,10/01/2013 11:51:00 AM,4915 Yager Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A684497,,07/24/2014 03:42:00 PM,07/24/2014 03:42:00 PM,4803 S. 183 in Travis (TX),Stray,Sick,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A724878,*Wilbur,04/22/2016 03:24:00 PM,04/22/2016 03:24:00 PM,1408 Darjeeling Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A734344,,09/05/2016 12:54:00 PM,09/05/2016 12:54:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A732986,,08/15/2016 05:42:00 PM,08/15/2016 05:42:00 PM,11309 Doyle Overton Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A782606,,10/18/2018 11:02:00 AM,10/18/2018 11:02:00 AM,7808 Peccary Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A671912,Mya,02/01/2014 11:03:00 AM,02/01/2014 11:03:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,14 years,Domestic Longhair Mix,Blue
A762251,Duke,11/16/2017 05:17:00 PM,11/16/2017 05:17:00 PM,13730 N Fm 620 in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Beagle Mix,Tan
A782197,*Boop,10/11/2018 04:18:00 PM,10/11/2018 04:18:00 PM,4600 Norwood Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A686590,,08/23/2014 10:45:00 PM,08/23/2014 10:45:00 PM,12001 Dessau Rd in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A754475,,07/21/2017 12:40:00 PM,07/21/2017 12:40:00 PM,3209 Cupid Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby
A747958,,04/27/2017 12:04:00 PM,04/27/2017 12:04:00 PM,1601 E Slaughter Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby
A781929,Zues,10/08/2018 12:03:00 PM,10/08/2018 12:03:00 PM,10001 Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,German Shepherd Mix,Cream/White
A763735,,12/15/2017 06:59:00 PM,12/15/2017 06:59:00 PM,6706 Rotunda View in Austin (TX),Stray,Normal,Cat,Intact Male,4 years,Domestic Shorthair Mix,Orange Tabby
A726553,,05/12/2016 11:37:00 AM,05/12/2016 11:37:00 AM,10920 Lakeline Mall Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A765762,,01/26/2018 12:15:00 PM,01/26/2018 12:15:00 PM,Thaxton Road And Sassman Road in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Black Mouth Cur Mix,Cream
A679453,,05/21/2014 12:07:00 PM,05/21/2014 12:07:00 PM,7125 Howerington Circle in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A683136,*Bailey,07/07/2014 04:39:00 PM,07/07/2014 04:39:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A777676,,08/01/2018 11:41:00 AM,08/01/2018 11:41:00 AM,1218 Corona Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A772060,,05/14/2018 12:26:00 PM,05/14/2018 12:26:00 PM,6111 Club Terrace in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Snowshoe Mix,Lilac Point/White
A681181,Lucky,06/20/2014 04:49:00 PM,06/20/2014 04:49:00 PM,76 San Saba St in Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Brown
A733861,,08/28/2016 01:10:00 PM,08/28/2016 01:10:00 PM,5806 Encinal Cv in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby
A785936,,12/13/2018 10:58:00 AM,12/13/2018 10:58:00 AM,Austin (TX),Stray,Nursing,Cat,Intact Female,1 day,Domestic Shorthair Mix,Black
A758420,*Lizzy,09/16/2017 02:23:00 PM,09/16/2017 02:23:00 PM,2901 Stock Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Black
A718636,*Hans Knut,01/03/2016 06:53:00 PM,01/03/2016 06:53:00 PM,Blackson Ave And Duval St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White
A759291,*Blanca,09/30/2017 11:22:00 AM,09/30/2017 11:22:00 AM,Airport Boulevard And Manor Road in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Anatol Shepherd Mix,White
A670612,Sheila,03/17/2017 11:19:00 AM,03/17/2017 11:19:00 AM,Dadiva Ct And Escala Dr in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Beagle,Brown/White
A718799,*Kennedy,01/07/2016 01:27:00 PM,01/07/2016 01:27:00 PM,14500 Deaf Smith in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd Mix,Tan/Black
A691859,,11/11/2014 09:46:00 AM,11/11/2014 09:46:00 AM,San Jose in Travis (TX),Stray,Sick,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White
A786247,Peewee,12/20/2018 11:16:00 AM,12/20/2018 11:16:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Yorkshire Terrier,Black/White
A741684,Beltre,01/10/2017 08:25:00 AM,01/10/2017 08:25:00 AM,8013 Luling in Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
A699895,,04/03/2015 11:41:00 PM,04/03/2015 11:41:00 PM,7500 S Pleasant Valley in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A774589,Maybury,11/19/2018 12:32:00 PM,11/19/2018 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue Tabby
A701535,Alaska,05/01/2015 11:41:00 AM,05/01/2015 11:41:00 AM,8213 Edgemoore Place in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Longhair Mix,Blue Tabby/White
A776886,*Hannah,07/20/2018 03:22:00 PM,07/20/2018 03:22:00 PM,6807 Shadywood Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A685572,Sissy,08/09/2014 12:45:00 PM,08/09/2014 12:45:00 PM,Austin (TX),Euthanasia Request,Sick,Cat,Unknown,13 years,Domestic Shorthair Mix,Black
A704952,*Tommy,06/11/2015 11:01:00 AM,06/11/2015 11:01:00 AM,21608 Highclimb Ct in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Brown Tabby
A697851,Maxy,03/02/2015 01:34:00 PM,03/02/2015 01:34:00 PM,2202 Cedar Bend Dr # B in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 years,German Shepherd/Labrador Retriever,Tan/Black
A779970,Balto,09/07/2018 03:29:00 PM,09/07/2018 03:29:00 PM,2320 Gracy Farms Ln in Austin (TX),Public Assist,Normal,Dog,Intact Male,6 months,West Highland Mix,Chocolate/White
A689134,,09/29/2014 06:01:00 PM,09/29/2014 06:01:00 PM,2011 Greenbrook Pkwy in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A661581,Rocky,04/29/2015 11:00:00 AM,04/29/2015 11:00:00 AM,Pearce Ln And Ross Rd in Del Valle (TX),Stray,Normal,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A695280,Roxie,01/12/2015 06:21:00 PM,01/12/2015 06:21:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,German Shepherd,Black/Brown
A673026,Marley,02/19/2014 11:17:00 AM,02/19/2014 11:17:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Border Collie/Pit Bull,White/Black
A715960,,11/12/2015 02:57:00 PM,11/12/2015 02:57:00 PM,11420 Rock Rose Ave in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Brown
A712495,Omar,09/24/2015 07:33:00 AM,09/24/2015 07:33:00 AM,11500 Jollyville Rd in Austin (TX),Stray,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue
A711966,Heidi,09/14/2015 02:46:00 PM,09/14/2015 02:46:00 PM,1006 Larch Ter in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Blue Lacy Mix,Tan/White
A755403,,08/02/2017 06:30:00 PM,08/02/2017 06:30:00 PM,Gilbert And Webberville in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Labrador Retriever/Australian Cattle Dog,White
A711100,Pollito,09/01/2015 06:10:00 PM,09/01/2015 06:10:00 PM,1806 W Parmer Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Papillon/Miniature Poodle,White/Black
A754417,Oliver,07/20/2017 02:59:00 PM,07/20/2017 02:59:00 PM,Johnny Morris Rd And Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Orange Tabby
A726105,,05/06/2016 12:53:00 PM,05/06/2016 12:53:00 PM,10413 Margra Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A693693,Lucky,12/13/2014 10:57:00 AM,12/13/2014 10:57:00 AM,8700 Via Mia Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Fawn/White
A745251,Scrappy,03/15/2017 11:50:00 AM,03/15/2017 11:50:00 AM,907 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Jack Russell Terrier,Yellow
A732194,,08/03/2016 10:43:00 PM,08/03/2016 10:43:00 PM,7004 Muckender Lane in Austin (TX),Stray,Injured,Cat,Unknown,5 months,Domestic Shorthair Mix,Blue
A786671,,12/29/2018 03:50:00 PM,12/29/2018 03:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,14 years,Shih Tzu Mix,White/Tan
A665786,Woodrow,10/22/2013 05:52:00 PM,10/22/2013 05:52:00 PM,Austin (TX),Euthanasia Request,Aged,Cat,Neutered Male,15 years,Siamese Mix,Blue Point
A686870,Luna,08/28/2014 11:44:00 AM,08/28/2014 11:44:00 AM,7606 Basil Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Boxer/Pointer,Black/White
A750966,*Karen,06/02/2017 03:38:00 PM,06/02/2017 03:38:00 PM,2506 Perkins in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Black
A760042,,10/11/2017 03:30:00 PM,10/11/2017 03:30:00 PM,Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Black
A713248,Cooper,10/04/2015 03:57:00 PM,10/04/2015 03:57:00 PM,Wales Way And Great Britain Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Shih Tzu/Miniature Schnauzer,White/Tan
A701916,*Walter,05/06/2015 12:05:00 PM,05/06/2015 12:05:00 PM,12400 Tx-71 in Bee Cave (TX),Stray,Normal,Dog,Intact Male,4 years,Jack Russell Terrier Mix,White/Tan
A766421,Chia,02/08/2018 04:15:00 PM,02/08/2018 04:15:00 PM,Apple Orchard Lane And Peach Grove Road in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Miniature Pinscher Mix,Tan/White
A783589,Benjamin,12/10/2018 10:41:00 AM,12/10/2018 10:41:00 AM,8909 Sparkling Creek in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Black/Tan
A747378,Gov. Ann Ric,04/18/2017 05:13:00 PM,04/18/2017 05:13:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,American Staffordshire Terrier Mix,White/Blue
A688164,Krypto,08/04/2015 04:20:00 PM,08/04/2015 04:20:00 PM,5300 Apple Orchard in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Collie Smooth/Labrador Retriever,Brown/White
A716923,Kiko,11/28/2015 03:07:00 PM,11/28/2015 03:07:00 PM,4404 E Oltorf in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black Tabby/Orange
A774854,,06/21/2018 11:32:00 AM,06/21/2018 11:32:00 AM,North Loop And Burnet in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Australian Kelpie Mix,White
A691654,*Pumpkin,11/07/2014 02:43:00 PM,11/07/2014 02:43:00 PM,700 South 1St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A695161,Earl,01/10/2015 11:40:00 AM,01/10/2015 11:40:00 AM,Fitzhugh Rd & Hwy 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Beagle Mix,Tricolor
A740158,Cookie,12/12/2016 09:23:00 AM,12/12/2016 09:23:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,11 months,Labrador Retriever/German Shepherd,Black/Brown
A720739,Rooster 23,02/14/2016 04:02:00 PM,02/14/2016 04:02:00 PM,21413 Webber Oaks Cv in Travis (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken Mix,Black/Red
A715114,Isabel,10/31/2015 02:54:00 PM,10/31/2015 02:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Torbie
A700954,*Cora,04/21/2015 04:49:00 PM,04/21/2015 04:49:00 PM,21200 Bertram Ln in Lakeway (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Black
A719170,Princess,01/14/2016 05:32:00 PM,01/14/2016 05:32:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Female,4 years,Toy Poodle Mix,White
A787625,,01/17/2019 12:05:00 PM,01/17/2019 12:05:00 PM,11901 Hobby Horse Court in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 years,Lhasa Apso Mix,Gray/White
A766406,,02/08/2018 01:34:00 PM,02/08/2018 01:34:00 PM,1710 Cedar Creek Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/Black
A688448,*Chauncy,09/19/2014 03:25:00 PM,09/19/2014 03:25:00 PM,709 Delmar in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A716493,Missy,11/20/2015 08:55:00 AM,11/20/2015 08:55:00 AM,Campfield Parkway & Monitor in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Dachshund Mix,White/Brown
A712408,Louie,12/01/2016 10:34:00 AM,12/01/2016 10:34:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A753456,,07/06/2017 04:15:00 PM,07/06/2017 04:15:00 PM,Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Black
A711896,Canela,09/13/2015 12:59:00 PM,09/13/2015 12:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever/Rhod Ridgeback,Tan/White
A773587,*Owen,06/03/2018 11:31:00 AM,06/03/2018 11:31:00 AM,5437 El Molino Circle in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A313260,Jasmine,06/06/2018 08:44:00 AM,06/06/2018 08:44:00 AM,Wilson St And  El Paso in Austin (TX),Stray,Sick,Dog,Spayed Female,15 years,Labrador Retriever/Chow Chow,Black/White
A740279,,12/14/2016 12:03:00 PM,12/14/2016 12:03:00 PM,16601 Pearce Ln in Del Valle (TX),Stray,Injured,Dog,Intact Female,2 years,Chihuahua Shorthair,White
A737304,Koby,10/26/2016 12:14:00 PM,10/26/2016 12:14:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,American Eskimo,White
A684079,Cleo,07/19/2014 11:00:00 AM,07/19/2014 11:00:00 AM,Bucks Run And Brushwood in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Longhair Mix,Sable/Tan
A754802,Hazel,07/25/2017 10:25:00 AM,07/25/2017 10:25:00 AM,Crossing Place And Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Tan/White
A679320,Ashley,05/19/2014 01:16:00 PM,05/19/2014 01:16:00 PM,303 Tawny Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A694903,,01/06/2015 12:02:00 PM,01/06/2015 12:02:00 PM,907 W 23Rd St in Austin (TX),Stray,Normal,Cat,Intact Male,8 months,Domestic Shorthair Mix,Gray Tabby/White
A694196,*Nathan,12/22/2014 12:55:00 PM,12/22/2014 12:55:00 PM,1188 Coleto in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier/Rat Terrier,Tricolor
A732456,Bailey,08/08/2016 11:01:00 AM,08/08/2016 11:01:00 AM,6801 Citadel Cv in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Rottweiler Mix,Black/Tan
A755379,Daisy,08/25/2017 03:51:00 PM,08/25/2017 03:51:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pointer Mix,Chocolate/White
A759254,Mimi,11/01/2017 01:07:00 PM,11/01/2017 01:07:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,3 months,Siamese Mix,Tortie Point
A753343,Baby,07/05/2017 11:03:00 AM,07/05/2017 11:03:00 AM,1404 Sweet Leaf Lane in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Rat Terrier Mix,Tan
A753383,*Lucas,07/05/2017 04:29:00 PM,07/05/2017 04:29:00 PM,2405 South 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Tan
A619723,Bella,10/19/2015 01:23:00 PM,10/19/2015 01:23:00 PM,2405 Santa Rosa in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,White/Red
A677283,*Pollux,04/22/2014 11:02:00 PM,04/22/2014 11:02:00 PM,1600 Payton Gin Rd in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
A728273,*Tucson,06/01/2016 04:39:00 PM,06/01/2016 04:39:00 PM,Woodrow And Brentwood in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White
A739084,*Franklin,12/16/2016 05:24:00 PM,12/16/2016 05:24:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,German Shepherd Mix,Sable
A769727,,04/09/2018 01:23:00 PM,04/09/2018 01:23:00 PM,400 East Yager Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A685762,*Elliot,08/12/2014 11:38:00 AM,08/12/2014 11:38:00 AM,200 Duck Lake in Lakeway (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A673080,*Mindy,02/19/2014 01:51:00 PM,02/19/2014 01:51:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Female,4 years,Yorkshire Terrier Mix,Gray/Tan
A773398,*Crosby,05/31/2018 03:10:00 PM,05/31/2018 03:10:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black
A717012,,11/30/2015 04:15:00 PM,11/30/2015 04:15:00 PM,4606 San Simeon Dr in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Black/White
A688345,Mocha,09/19/2014 04:11:00 PM,09/19/2014 04:11:00 PM,7106 Townsborough Dr in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair/Dachshund,Black
A736674,Pepper,10/15/2016 01:37:00 PM,10/15/2016 01:37:00 PM,Harrisglenn Dr & Josh Ridge Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,6 months,Labrador Retriever/Pit Bull,Black/White
A681631,Cigarette,06/19/2014 02:53:00 AM,06/19/2014 02:53:00 AM,1520 Rutherford Ln in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 months,Miniature Schnauzer,Gray
A710074,,08/17/2015 11:29:00 AM,08/17/2015 11:29:00 AM,12208 Cardinal Flower Dr in Austin (TX),Stray,Normal,Cat,Unknown,3 years,Domestic Shorthair Mix,Black/White
A680273,Jake,05/31/2014 06:42:00 PM,05/31/2014 06:42:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Doberman Pinsch Mix,Black/Tan
A729481,,06/19/2016 07:57:00 AM,06/19/2016 07:57:00 AM,9008 Galewood Dr. in Austin (TX),Stray,Injured,Dog,Neutered Male,1 year,Cairn Terrier Mix,Tan
A707832,Aloha,07/18/2015 03:38:00 PM,07/18/2015 03:38:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Siamese/Japanese Bobtail,Seal Point
A740231,Lavender,12/13/2016 10:11:00 AM,12/13/2016 10:11:00 AM,8700 Clarewood Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A729924,Lemon,06/25/2016 03:50:00 PM,06/25/2016 03:50:00 PM,2312 Peppertree Ct in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Great Dane Mix,Black
A751170,*Rainbow,06/04/2017 04:58:00 PM,06/04/2017 04:58:00 PM,5104 Regency Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Calico
A785916,*King,12/12/2018 03:59:00 PM,12/12/2018 03:59:00 PM,1800 East Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black
A689100,*Princess,09/29/2014 12:36:00 PM,09/29/2014 12:36:00 PM,1521 Sweet Leaf Lane in Pflugerville (TX),Stray,Normal,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Black/White
A690985,*Picasso,10/28/2014 04:33:00 PM,10/28/2014 04:33:00 PM,Springdale And 51St in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White
A664890,Billy,10/10/2013 02:30:00 PM,10/10/2013 02:30:00 PM,3010 Guerrero in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund/English Bulldog,Brown
A778900,,08/22/2018 12:18:00 PM,08/22/2018 12:18:00 PM,4630 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A670737,,01/13/2014 01:04:00 PM,01/13/2014 01:04:00 PM,301 Park Ln in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue/White
A718675,,01/04/2016 04:50:00 PM,01/04/2016 04:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0 years,Labrador Retriever Mix,Tan/White
A661150,Mac,09/24/2015 03:29:00 PM,09/24/2015 03:29:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,White/Tan
A712275,Sammy,09/20/2015 11:49:00 AM,09/20/2015 11:49:00 AM,3605 Steck Ave in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A748050,Lulu,04/28/2017 12:35:00 PM,04/28/2017 12:35:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A786096,Stella,12/16/2018 05:29:00 PM,12/16/2018 05:29:00 PM,East 12Th Street And Trinity Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Collie Smooth Mix,Red/White
A758438,*Fanny,09/16/2017 03:49:00 PM,09/16/2017 03:49:00 PM,915 Sirocco in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby
A742892,*Finch,01/30/2017 12:57:00 PM,01/30/2017 12:57:00 PM,7617 Debbie Dr in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Black
A780483,,09/15/2018 03:16:00 PM,09/15/2018 03:16:00 PM,4644 Page St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A736158,,10/05/2016 03:59:00 PM,10/05/2016 03:59:00 PM,8509 Martin Luther King in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pekingese Mix,Tricolor
A665714,Fridy Katy,10/21/2013 06:38:00 PM,10/21/2013 06:38:00 PM,232 11 Windy Valley Rd in Travis (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black/White
A744627,*Fry,03/04/2017 12:59:00 PM,03/04/2017 12:59:00 PM,7607 Blessing Avenue in Austin (TX),Stray,Injured,Other,Intact Male,1 month,Rabbit Sh Mix,White/Tan
A731757,,07/27/2016 11:23:00 AM,07/27/2016 11:23:00 AM,4515 Avenue F in Austin (TX),Stray,Feral,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/Blue
A733835,,08/27/2016 05:51:00 PM,08/27/2016 05:51:00 PM,201 Lavaca St in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat Mix,Brown
A681904,Izzy,06/21/2014 03:10:00 PM,06/21/2014 03:10:00 PM,8028 Gessner Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black/White
